,,,,,,
,,,,,,
,,,,,,
,,印刷可能なステッカー紙、白（グリーンライナー印刷）,Printable White Sticker Paper (Green Liner Printing),115,-,ファインポイントブレード
,,印刷可能なビニール、透明,Printable Clear Vinyl,115,-,ファインポイントブレード
,,印刷可能なビニール、白（グレーライナー印刷）,Printable White Vinyl (Gray Liner Printing),125,-,ファインポイントブレード
,,印刷可能なビニール、特殊,Printable Specialty Vinyl,145,-,ファインポイントブレード
,,印刷可能な防水ステッカーセット（ホワイト）,Printable Waterproof Sticker Set (White),170,-,ファインポイントブレード
,,印刷可能な防水ステッカーセット（ホワイトホログラフィック）,Printable White Holographic Waterproof Sticker Set,180,-,ファインポイントブレード
,,印刷可能な生地,Printable Fabric,189,-,ファインポイントブレード
,,印刷可能な防水ステッカーセット（透明ホログラフィック）,Printable Transparent Holographic Waterproof Sticker Set,220,-,ファインポイントブレード
,,印刷可能な防水ステッカーセット（透明）,Printable Transparent Waterproof Sticker Set,225,-,ファインポイントブレード
,,印刷可能な磁気シート,Printable Magnetic Sheets,242,-,ファインポイントブレード
,,印刷可能なステッカー紙、白（グレーライナー印刷）,Printable White Sticker Paper (Gray Liner Printing),265,-,ファインポイントブレード
,,印刷可能なステッカー紙、クリア（ライナー印刷なし）,Printable Clear Sticker Paper (No Liner Printing),270,-,ファインポイントブレード
,,印刷可能なホイル,Printable Foil,293,-,ファインポイントブレード
,,,,,,
,,,,,,
,,インフュージブルインク (Infusible Ink - 1素材),,,,
,,素材名 ,English ,切断圧力,マルチカット,ブレードタイプ
,,インフュージブルインク 転写シート,Infusible ink transfer sheet,226,-,ファインポイントブレード
,,,,,,
,,,,,,
,,カードストック (Cardstock - 10素材),,,,
,,素材名 ,English ,切断圧力,マルチカット,ブレードタイプ
,,カットアウェイカード+バッカー,Cutaway Cards + Backers,200,2倍,ファインポイントブレード
,,カードストック（複雑なカット用）,Cardstock (for intricate cuts),200,2倍,ファインポイントブレード
,,軽量カードストック（60lb/163gsm）,Lightweight Cardstock (60lb/163gsm),214,-,ファインポイントブレード
,,グリッターカードストック,Glitter Cardstock,270,2倍,ファインポイントブレード
,,クラフトカードストック,Kraft Cardstock,275,-,ファインポイントブレード
,,ホログラフィックカードストック,Holographic Cardstock,275,2倍,ファインポイントブレード
,,パターンドグリッターカードストック,Patterned Glitter Cardstock,299,2倍,ファインポイントブレード
,,接着剤裏地付きカードストック,Cardstock with Adhesive Backing,300,-,ファインポイントブレード
,,厚手カードストック（100lb/270gsm）,Heavyweight Cardstock (100lb/270gsm),310,2倍,ファインポイントブレード
,,中サイズのカードストック（80lb/216gsm）,Medium Cardstock (80lb/216gsm),320,-,ファインポイントブレード
,,,,,,
,,,,,,
,,紙 (Paper - 32素材),,,,
,,素材名 ,English ,切断圧力,マルチカット,ブレードタイプ
,,ライスペーパー,Rice Paper,70,-,ディープポイントブレード
,,和紙テープ（0.06mm）,Washi Tape (0.06mm),70,-,ファインポイントブレード
,,ブッチャーペーパー,Butcher Paper,80,-,ファインポイントブレード
,,和紙,Washi Paper,85,-,ファインポイントブレード
,,パーチメント紙,Parchment Paper,110,-,ファインポイントブレード
,,ラッピングペーパー,Wrapping Paper,120,-,ファインポイントブレード
,,コピー用紙（20lb/75gsm）,Copy Paper (20lb/75gsm),126,-,ファインポイントブレード
,,コピー用紙（24lb/90gsm）,Copy Paper (24lb/90gsm),126,-,ファインポイントブレード
,,コピー用紙（32lb/120gsm）,Copy Paper (32lb/120gsm),126,-,ファインポイントブレード
,,レーザーコピー用紙,Laser Copy Paper,126,-,ファインポイントブレード
,,冷凍用紙,Freezer Paper,128,-,ファインポイントブレード
,,パールペーパー,Pearl Paper,138,2倍,ファインポイントブレード
,,ライトパターンペーパー,Light Pattern Paper,152,-,ファインポイントブレード
,,ワックス紙,Wax Paper,160,-,ファインポイントブレード
,,建設用紙,Construction Paper,175,-,ファインポイントブレード
,,ノートブック用紙,Notebook Paper,191,-,ファインポイントブレード
,,キャリブレーションペーパー,Calibration Paper,192,-,ファインポイントブレード
,,スムースグリッターペーパー,Smooth Glitter Paper,200,2倍,ファインポイントブレード
,,接着剤裏地紙,Adhesive-Backed Paper,240,-,ファインポイントブレード
,,デラックスペーパー,Deluxe Paper,270,-,ファインポイントブレード
,,デラックスペーパー、接着剤付き,Deluxe Paper with Adhesive,270,-,ファインポイントブレード
,,ホイル紙（0.36mm）,Foil Paper (0.36mm),274,2倍,ファインポイントブレード
,,厚手の柄紙,Heavy Patterned Paper,275,-,ファインポイントブレード
,,スパークルペーパー,Sparkle Paper,285,2倍,ファインポイントブレード
,,フロック紙,Flock Paper,299,3倍,ファインポイントブレード
,,デラックスペーパーホイルエンボス加工,Deluxe Foil Embossed Paper,300,-,ファインポイントブレード
,,ホイルアセテート,Foil Acetate,321,2倍,ファインポイントブレード
,,トゥルーブラッシュドペーパー,True Brushed Paper,330,2倍,ファインポイントブレード
,,シマーペーパー,Shimmer Paper,345,2倍,ファインポイントブレード
,,ヘビーウォーターカラーペーパー（140lb/300gsm）,Heavy Watercolor Paper (140lb/300gsm),345,-,ファインポイントブレード
,,写真用紙,Photo Paper,345,-,ファインポイントブレード
,,アセテート,Acetate,350,3倍,ファインポイントブレード
,,,,,,
,,,,,,
,,スマート素材 (Smart Materials - 8素材),,,,
,,素材名 ,English ,切断圧力,マルチカット,ブレードタイプ
,,スマートビニール（取り外し可能）,Smart Vinyl (Removable),106,-,ファインポイントブレード
,,スマートビニール（パーマネント）,Smart Vinyl (Permanent),120,-,ファインポイントブレード
,,スマートビニール（マットメタリック）,Smart Vinyl (Matte Metallic),134,-,ファインポイントブレード
,,スマートビニール（シマー）,Smart Vinyl (Shimmer),154,-,ファインポイントブレード
,,スマートアイロン接着タイプ,Smart Iron-On,156,-,ファインポイントブレード
,,スマートアイロン接着タイプ（ホログラフィック）,Smart Iron-On (Holographic),156,-,ファインポイントブレード
,,スマートアイロン接着タイプ（グリッター）,Smart Iron-On (Glitter),163,-,ファインポイントブレード
,,スマートペーパーステッカー（カードストック）,Smart Paper Stickers (Cardstock),310,-,ファインポイントブレード
,,,,,,
,,,,,,
,,ビニール (Vinyl - 30素材),,,,
,,素材名 ,English ,切断圧力,マルチカット,ブレードタイプ
,,グリッタービニール,Glitter Vinyl,85,-,ファインポイントブレード
,,プレミアムビニール（（ホログラフィック3Dテクスチャ））,Premium Vinyl (Holographic 3D Texture),108,-,ファインポイントブレード
,,接着箔,Adhesive Foil,108,-,ファインポイントブレード
,,ステンシルビニール,Stencil Vinyl,109,-,ファインポイントブレード
,,プレミアムビニール（（ホログラフィック））,Premium Vinyl (Holographic),110,-,ファインポイントブレード
,,プレミアムビニール（ホログラフィックローズバブル）,Premium Vinyl (Holographic Rose Bubble),115,-,ファインポイントブレード
,,プレミアムビニール（（フロステッド不透明））,Premium Vinyl (Frosted Opaque),115,-,ファインポイントブレード
,,プレミアムアウトドアビニール,Premium Outdoor Vinyl,118,-,ファインポイントブレード
,,ホワイトボード用ビニール（ドライイレース）,Whiteboard Vinyl (Dry Erase),119,-,ファインポイントブレード
,,プレミアムビニール（（永久光沢））,Premium Vinyl (Permanent Gloss),120,-,ファインポイントブレード
,,プレミアムビニール（（取り外し可能なマット））,Premium Vinyl (Removable Matte),121,-,ファインポイントブレード
,,マットビニール,Matte Vinyl,121,-,ファインポイントブレード
,,ビニール,Vinyl,126,-,ファインポイントブレード
,,プレミアムビニール（ホログラフィックバブル）,Premium Vinyl (Holographic Bubble),128,-,ファインポイントブレード
,,プレミアムビニール（（フロステッドグレー））,Premium Vinyl (Frosted Gray),131,-,ファインポイントブレード
,,メタリックビニール,Metallic Vinyl,134,-,ファインポイントブレード
,,プレミアムビニール（（ホログラフィックアールデコ））,Premium Vinyl (Holographic Art Deco),138,-,ファインポイントブレード
,,プレミアムビニール（（ホログラフィックスレッド））,Premium Vinyl (Holographic Thread),138,-,ファインポイントブレード
,,プレミアムビニール（（トゥルーブラッシュド））,Premium Vinyl (True Brushed),140,-,ファインポイントブレード
,,プレミアムビニール（（モザイク））,Premium Vinyl (Mosaic),146,-,ファインポイントブレード
,,プレミアムビニール（（シマー））,Premium Vinyl (Shimmer),148,-,ファインポイントブレード
,,プレミアムビニール（（フロステッドグリッター））,Premium Vinyl (Frosted Glitter),148,-,ファインポイントブレード
,,粘着箔、マット,"Adhesive Foil, Matte",155,-,ファインポイントブレード
,,プレミアムビニール（（パール））,Premium Vinyl (Pearl),156,-,ファインポイントブレード
,,プレミアムビニール（ホログラフィッククリスタル）,Premium Vinyl (Holographic Crystal),160,-,ファインポイントブレード
,,プレミアムビニール（（テクスチャメタリック））,Premium Vinyl (Textured Metallic),166,-,ファインポイントブレード
,,プレミアムビニール（（テクスチャード））,Premium Vinyl (Textured),166,-,ファインポイントブレード
,,黒板ビニール,Chalkboard Vinyl,210,-,ファインポイントブレード
,,非接着ビニール（16ゲージ）,Non-Adhesive Vinyl (16 Gauge),270,-,ファインポイントブレード
,,非接着ビニール（20ゲージ）,Non-Adhesive Vinyl (20 Gauge),300,2倍,ファインポイントブレード
,,,,,,
,,レザー (Leather - 10素材),,,,
,,素材名 ,English ,切断圧力,マルチカット,ブレードタイプ
,,薄型ガーメントレザー（2〜3オンス/0.8〜1.3mm）,Thin Garment Leather (2-3 oz. / 0.8-1.3 mm),180,3倍,ディープポイントブレード
,,ミディアムガーメントレザー（4〜5オンス/1.6mm）,Medium Garment Leather (4-5 oz. / 1.6 mm),200,6倍,ディープポイントブレード
,,フェイクレザー（ペーパーシン）,Faux Leather (Paper Thin),216,2倍,ファインポイントブレード
,,フェイクスエード,Faux Suede,250,-,ファインポイントブレード
,,本革,Genuine Leather,270,2倍,ディープポイントブレード
,,ツーリングレザー（2〜3オンス/0.8mm）,Touring Leather (2-3 oz. / 0.8 mm),287,3倍,ディープポイントブレード
,,シマーレザー（1mm）,Shimmer Leather (1 mm),325,3倍,ファインポイントブレード
,,メタリックレザー,Metallic Leather,335,4倍,ディープポイントブレード
,,ツーリングレザー（4 -5オンス/1.6mm）,Touring Leather (4-5 oz. / 1.6 mm),345,7倍,ディープポイントブレード
,,ツーリングレザー（6 -7 oz ./2.4mm）,Touring Leather (6-7 oz. / 2.4 mm),450,16倍,ナイフの刃
,,,,,,
,,,,,,
,,ボード・ダンボール (Board/Cardboard - 18素材),,,,
,,素材名 ,English ,切断圧力,マルチカット,ブレードタイプ
,,バルサ（1/16インチ/1.6mm）,Balsa (1/16 inch/1.6mm),200,4倍,ナイフの刃
,,シリアルボックス,Cereal Box,270,2倍,ディープポイントブレード
,,軽チップボード（0.37mm）,Light Chipboard (0.37mm),285,2倍,ファインポイントブレード
,,ポスターボード,Poster Board,287,2倍,ファインポイントブレード
,,バルサ（3/32インチ/2.4mm）,Balsa (3/32 inch/2.4mm),300,7倍,ナイフの刃
,,フラットダンボール,Flat Cardboard,300,-,ファインポイントブレード
,,段ボール,Corrugated Cardboard,315,-,ファインポイントブレード
,,クラフトボード,Kraft Board,325,2倍,ファインポイントブレード
,,段ボール紙,Corrugated Paper,329,-,ディープポイントブレード
,,ホイルポスターボード,Foil Poster Board,330,-,ファインポイントブレード
,,メタリックポスターボード,Metallic Poster Board,330,2倍,ファインポイントブレード
,,ホイルクラフトボード（ホログラフィック）,Foil Kraft Board (Holographic),340,2倍,ファインポイントブレード
,,マットボード（1.5mm）,Matte Board (1.5mm),350,6倍,ディープポイントブレード
,,バスウッド（1/32インチ/0.8mm）,Basswood (1/32 inch/0.8mm),381,18倍,ナイフの刃
,,チップボード（1.5mm）,Chipboard (1.5mm),500,12倍,ナイフの刃
,,ヘビーチップボード（2.0mm）,Heavy Chipboard (2.0mm),650,24倍,ナイフの刃
,,アート／イラストボード,Art/Illustration Board,750,17倍,ナイフの刃
,,バスウッド（1/16インチ/1.6mm）,Basswood (1/16 inch/1.6mm),750,14倍,ナイフの刃
,,,,,,
,,,,,,
,,布 (Fabric - 132素材),,,,
,,素材名 ,English ,切断圧力,マルチカット,ブレードタイプ
,,シルク、接着,"Silk, bonded",175,-,ボンデッドファブリックブレード
,,ポリエステル、接着,"Polyester, bonded",285,-,ボンデッドファブリックブレード
,,ヘビーファブリック（デニムなど）、ボンディング,"Heavy fabrics (e.g., denim), bonded",340,3倍,ボンデッドファブリックブレード
,,モアリー,Moiré,600,-,ロータリーブレード
,,シフォン,Chiffon,684,-,ロータリーブレード
,,ナイロン,Nylon,700,-,ロータリーブレード
,,チュール,Tulle,750,-,ロータリーブレード
,,繊細な生地（チュールなど）,"Delicate fabrics (e.g., tulle)",750,-,ロータリーブレード
,,繊細な生地（チュールなど）、接着,"Delicate fabrics (e.g., tulle), bonded",850,-,ロータリーブレード
,,ビスコース,Viscose,925,-,ロータリーブレード
,,クレープ紙,Crepe paper,950,-,ロータリーブレード
,,ラメ,Lamé,981,-,ロータリーブレード
,,ラ・コスト,La Coste,1100,-,ロータリーブレード
,,ジョーゼット,Georgette,1143,-,ロータリーブレード
,,ウールクレープ,Wool crepe,1174,-,ロータリーブレード
,,チャリス,Chalice,1200,-,ロータリーブレード
,,オーガンザ,Organza,1250,-,ロータリーブレード
,,ヘザー,Heather,1250,-,ロータリーブレード
,,ライクラ,Lycra,1250,-,ロータリーブレード
,,ティッシュペーパー,Tissue paper,1300,-,ロータリーブレード
,,軽い生地（シルクのような）、接着,"Lightweight fabrics (like silk), bonded",1300,-,ロータリーブレード
,,ドット付きスイス料理,Dotted Swiss dish,1339,-,ロータリーブレード
,,ガーゼ,Gauze,1369,-,ロータリーブレード
,,フーラード,Foulard,1375,-,ロータリーブレード
,,メッシュ,Mesh,1385,-,ロータリーブレード
,,リネン、接着,"Linen, bonded",1400,-,ロータリーブレード
,,可溶インターフェース,Fusible interfacing,1400,-,ロータリーブレード
,,タフェッタ,Taffeta,1405,-,ロータリーブレード
,,バーンアウトベルベット,Burnout velvet,1410,-,ロータリーブレード
,,レーヨン・リョセル,Rayon/Lyocell,1415,-,ロータリーブレード
,,カシミア,Cashmere,1423,-,ロータリーブレード
,,パンヌベルベット,Panne velvet,1425,-,ロータリーブレード
,,オイルクロス,Oilcloth,1433,-,ロータリーブレード
,,ツイード,Tweed,1495,-,ロータリーブレード
,,ゴッサマー,Gossamer,1500,-,ロータリーブレード
,,バンブーファブリック,Bamboo fabric,1500,-,ロータリーブレード
,,プリッセ,Plissé,1500,-,ロータリーブレード
,,ミディアムファブリック（コットンなど）、ボンディング,"Medium fabric (cotton, etc.), bonded",1500,-,ロータリーブレード
,,ジャージー,Jersey,1520,-,ロータリーブレード
,,リップストップナイロン,Ripstop nylon,1549,-,ロータリーブレード
,,ぬいぐるみ,Plush,1550,-,ロータリーブレード
,,ポー・ド・ソワ,Peau de soie,1550,-,ロータリーブレード
,,リブニット,Rib knit,1585,-,ロータリーブレード
,,モスリン,Muslin,1595,-,ロータリーブレード
,,カリコ,Calico,1600,-,ロータリーブレード
,,チンツ,Chintz,1600,-,ロータリーブレード
,,ポリエステル,Polyester,1600,-,ロータリーブレード
,,マルベリーペーパー,Mulberry paper,1600,-,ロータリーブレード
,,山東省,Shandong Province,1600,-,ロータリーブレード
,,アイレット,Eyelet,1619,-,ロータリーブレード
,,シルクチャイナ,Silk China,1640,-,ロータリーブレード
,,ダブルクロス,Double cloth,1650,-,ロータリーブレード
,,ハブタイ,Habtai,1650,-,ロータリーブレード
,,ピマコットン,Pima cotton,1650,-,ロータリーブレード
,,スパンデックス,Spandex,1655,-,ロータリーブレード
,,シャンブレー,Chambray,1680,-,ロータリーブレード
,,シャンティリーレース,Chantilly lace,1700,-,ロータリーブレード
,,スエード,Suede,1700,-,ロータリーブレード
,,ブロードクロス,Broadcloth,1700,-,ロータリーブレード
,,ラミー,Rami,1700,-,ロータリーブレード
,,マイクロファイバー,Microfiber,1708,-,ロータリーブレード
,,ホームスパン生地,Homespun Fabric,1723,-,ロータリーブレード
,,コーデュロイ,Corduroy,1725,-,ロータリーブレード
,,シャンタン・サンティーン,Shantan/Santine,1743,-,ロータリーブレード
,,ベンガル語,Bengali,1745,-,ロータリーブレード
,,シアサッカー,Seersucker,1750,-,ロータリーブレード
,,ハンドメイドの紙,Handmade Paper,1750,-,ロータリーブレード
,,フュージブルフリース,Fusible Fleece,1750,-,ロータリーブレード
,,ライトコットン,Light Cotton,1750,-,ロータリーブレード
,,アウトドアビニール、接着,"Outdoor Vinyl, Glued",1800,-,ロータリーブレード
,,オイルクロス、接着,"Oilcloth, Glued",1800,2倍,ロータリーブレード
,,カンブリック,Cambric,1800,-,ロータリーブレード
,,コットン、ボンデッド,"Cotton, Bonded",1800,-,ロータリーブレード
,,サテンシルク,Satin Silk,1800,-,ロータリーブレード
,,シャルムーズサテン,Charmeuse Satin,1800,-,ロータリーブレード
,,ダブルニット,Double Knit,1800,-,ロータリーブレード
,,スリンキーニット,Slinky Knit,1830,-,ロータリーブレード
,,ダマスク,Damask,1838,-,ロータリーブレード
,,ギャバジン,Gabardine,1850,-,ロータリーブレード
,,軽い生地（シルクなど）,"Lightweight Fabrics (Silk, etc.)",1850,-,ロータリーブレード
,,インスルブライト・バッティング,Insulbrite Batting,1860,-,ロータリーブレード
,,Faille,Faille,1873,-,ロータリーブレード
,,キルトのバッティング,Quilt batting,1900,-,ロータリーブレード
,,コットン,Cotton,1900,-,ロータリーブレード
,,ジーバーライン,Sieberlein,1900,-,ロータリーブレード
,,デュピオーニシルク,Dupioni silk,1900,-,ロータリーブレード
,,フェイクスエード,Faux suede,1900,-,ロータリーブレード
,,ミディアムファブリック（コットンなど）,"Medium fabric (cotton, etc.)",1900,-,ロータリーブレード
,,インターロックニット,Interlock knit,1926,-,ロータリーブレード
,,ポプリン,Poplin,1933,-,ロータリーブレード
,,フランネル,Flannel,1950,-,ロータリーブレード
,,フリース,Fleece,1950,-,ロータリーブレード
,,オックスフォード,Oxford,1985,-,ロータリーブレード
,,フェルト、アクリル生地,"Felt, acrylic fabric",1995,-,ロータリーブレード
,,クレープバックサテン,Crepe back satin,2000,-,ロータリーブレード
,,フレックスフォーム,Flexform,2000,-,ロータリーブレード
,,ライトコットン、2層,"Light cotton, 2 layers",2000,-,ロータリーブレード
,,オスマン帝国,Ottoman,2023,-,ロータリーブレード
,,ベルベティーン,Velveteen,2034,-,ロータリーブレード
,,ジャカード,Jacquard,2050,-,ロータリーブレード
,,ピケコットン,Pique cotton,2050,-,ロータリーブレード
,,フェイクファー,Faux fur,2050,-,ロータリーブレード
,,ベロア,Velour,2050,-,ロータリーブレード
,,ウルトラしっかりした安定剤,Ultra Firm Stabilizer,2100,-,ロータリーブレード
,,カーキ,Khaki,2100,-,ロータリーブレード
,,キャンバス,Canvas,2100,-,ロータリーブレード
,,クレープ・ド・シネ,Crêpe de Chine,2100,-,ロータリーブレード
,,リネン,Linen,2148,-,ロータリーブレード
,,クレープシャルムーズ,Crêpe Charmeuse,2200,-,ロータリーブレード
,,ケブラー,Kevlar,2200,-,ロータリーブレード
,,フェルト、クラフトボンディング,"Felt, Craft Bonding",2200,-,ロータリーブレード
,,フェルト、グリッターボンディング,"Felt, Glitter Bonding",2200,-,ロータリーブレード
,,ベルベットの家具製造販売業,Velvet Upholstery,2200,-,ロータリーブレード
,,グログラン,Grosgrain,2228,-,ロータリーブレード
,,ダッククロス,Duck Cloth,2250,-,ロータリーブレード
,,ラッシェルニット,Raschel Knit,2278,-,ロータリーブレード
,,ブークレ,Boucle,2365,-,ロータリーブレード
,,メルトンウール,Melton Wool,2493,-,ロータリーブレード
,,スパンコール,Sequins,2550,-,ロータリーブレード
,,テリークロス,Terry Cloth,2550,-,ロータリーブレード
,,デニム,Denim,2550,-,ロータリーブレード
,,ヘビーファブリック（デニムなど）,"Heavy fabrics (e.g., denim)",2550,-,ロータリーブレード
,,ワッフルクロス,Waffle cloth,2600,-,ロータリーブレード
,,帆布,Canvas,2610,-,ロータリーブレード
,,モレスキン,Moleskine,2800,-,ロータリーブレード
,,ジュート,Jute,2843,-,ロータリーブレード
,,ライトコットン、3層,"Light cotton, 3 layers",2950,-,ロータリーブレード
,,エクストラヘビーファブリック（バーラップなど）,"Extra heavy fabrics (e.g., burlap)",3163,-,ロータリーブレード
,,バーラップ,Burlap,3163,-,ロータリーブレード
,,僧侶の布,Monk's cloth,3295,-,ロータリーブレード
,,マテラス,Materas,3400,-,ロータリーブレード
,,グロワ・ポイント,Groix point,3550,-,ロータリーブレード
,,,,,,
,,,,,,
,,,,,,
,,その他 (Others - 39素材),,,,
,,素材名 ,English ,切断圧力,マルチカット,ブレードタイプ
,,アルミ箔,Aluminum Foil,70,3倍,ディープポイントブレード
,,ウィンドウクライング,Window Clinging,100,-,ファインポイントブレード
,,転写ホイル,Transfer Foil,100,-,ファインポイントブレード
,,熱転写（Cricut以外）,Heat Transfer (Non-Cricut),113,-,ファインポイントブレード
,,ダクトテープシート,Duct Tape Sheets,122,-,ファインポイントブレード
,,フェルト,Felt,133,2倍,ファインポイントブレード
,,カーボンファイバー,Carbon Fiber,138,-,ファインポイントブレード
,,EVAフォーム,EVA Foam,145,-,ディープポイントブレード
,,ホログラフィック熱伝達,Holographic Heat Transfers,153,-,ファインポイントブレード
,,ホイルテープ（シャイニーサイドアップ）,Foil Tape (Shiny Side Up),175,-,ファインポイントブレード
,,ホイルテープ（シャイニーサイドダウン）,Foil Tape (Shiny Side Down),175,-,ファインポイントブレード
,,クラフトフォーム,Craft Foam,180,-,ディープポイントブレード
,,グリッタークラフトフォーム,Glitter Craft Foam,180,-,ディープポイントブレード
,,サンドブラストステンシル,Sandblasting Stencils,190,2倍,ディープポイントブレード
,,付箋,Sticky Notes,193,-,ファインポイントブレード
,,食品・雑貨バッグ,Grocery Bags,200,-,ファインポイントブレード
,,フュージブルファブリック,Fusible Fabric,220,-,ファインポイントブレード
,,ヴェラム,Vellum,220,-,ファインポイントブレード
,,カラーダクトテープ,Colored Duct Tape,250,-,ファインポイントブレード
,,フェルト、硬い,"Felt, Stiff",250,2倍,ファインポイントブレード
,,パーティーホイル,Party Foil,275,-,ファインポイントブレード
,,グリッターダクトテープ,Glitter Duct Tape,285,-,ファインポイントブレード
,,マイラー,Mylar,292,-,ファインポイントブレード
,,ステンシルフィルム（0.4mm）,Stencil Film (0.4mm),300,-,ファインポイントブレード
,,透明性,Transparency,308,-,ファインポイントブレード
,,カッティングマットプロテクター,Cutting Mat Protector,310,-,ファインポイントブレード
,,塗料チップ,Paint Chips,310,-,ファインポイントブレード
,,磁気シート（0.5mm）,Magnetic Sheet (0.5mm),320,4倍,ディープポイントブレード
,,接着シート両面,Double-Sided Adhesive Sheet,325,2倍,ファインポイントブレード
,,ネオプレン,Neoprene,330,2倍,ディープポイントブレード
,,ジェルシート,Gel Sheet,335,4倍,ディープポイントブレード
,,デニム、接着,"Denim, Adhesive",340,3倍,ファインポイントブレード
,,プラスチックキャンバス,Plastic Canvas,345,3倍,ディープポイントブレード
,,プラスチック包装,Plastic Packaging,345,6倍,ディープポイントブレード
,,天然木ベニヤ,Natural Wood Veneer,345,4倍,ディープポイントブレード
,,シラカバ、永久接着剤,"Birch, Permanent Adhesive",350,-,ファインポイントブレード
,,フェルト、ウールボンディング,"Felt, Wool Bonding",350,2倍,ファインポイントブレード
,,フェルト、ウール生地,"Felt, Wool Fabric",350,6倍,ファインポイントブレード
,,磁気シート（1.0mm）,Magnetic Sheet (1.0mm),350,7倍,ディープポイントブレード
